Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Bigram,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
23606,542937.0,Mylyn Docs,Wikitext,CLOSED,DUPLICATE,Include Wikitext Extras sources as part of the Wikitext SDK feature,0.018595628824790742,0.02890092229791799,09-01-2019 21:01,almost all wikitext sources are available through the wikitext sdk feature  minus sources for the creole and commonmark plugins  though these are available through the extras feature  their sources are not being published as   artifacts and we should include them in the wikitext sdk feature ,542938.0
23651,543040.0,EMF,cdo.core,CLOSED,DUPLICATE,StaleReferencePolicy getType doesn't support reified generics,0.019075243642475356,0.025225367499780906,16-01-2022 03:39,when getting a stale reference proxy  the gettype simply calls the feature getetype which can result in classcastexception when using generics   the solution is to slightly change the gettype method to   protected eclassifier gettype              eclassifier type   ecoreutil getreifiedtype   feature getegenerictype   geteclassifier          if                   type   feature getetype                 return type       ,543378.0
23663,543060.0,PDE,UI,CLOSED,DUPLICATE,[Product Editor] Enable mass version remove,0.018966448317241504,0.037682745016683714,11-01-2019 11:13,if you don t want your product to be based on specific versions then each version has to be removed one by one    make it possible to also mass remove a version string ,542432.0
23690,543118.0,Community,Proposals and Reviews,CLOSED,DUPLICATE,[terminate] iot.whiskers,0.01794490522837494,0.030762756017677573,09-01-2019 08:16,as per   pmc   html it is  sadly  time to archive the eclipse whiskers project ,543264.0
23743,543230.0,JDT,Core,RESOLVED,DUPLICATE,[12] Inconsistent stackmap frames with switch expression,0.018654329911357768,0.02932620713840486,08-01-2019 01:40,the following code throws an exception when run  public class switch    public static long foo      long promoted   switch      case              trouble here     default              return promoted      public static void main      system out println          the error is  error  unable to initialize main class switch caused by  java lang verifyerror  inconsistent stackmap frames at branch target   exception details    location      switch foo j     lookupswitch   reason      current frame s stack size doesn t match stackmap    current frame      bci         flags          locals     java lang string   top  top   java lang string        stack    integer     stackmap frame      bci         flags          locals     java lang string   top  top   java lang string        stack    long        bytecode                                                                               stackmap table      full frame      same frame             full frame ,542838.0
23755,543253.0,Platform,CVS,CLOSED,DUPLICATE,page not open,0.010313941965945804,0.022317262595866676,09-01-2019 11:59,page not open while opening the page ,543300.0
23784,543306.0,Platform,Debug,CLOSED,DUPLICATE,page not working properly,0.005249010887977896,0.011108996089965382,09-01-2019 11:59,not working properly,543300.0
23933,543566.0,JDT,Debug,CLOSED,DUPLICATE,"Content assistant is not working in ""Debug Shell""",0.01064183602896978,0.02369665300448473,18-01-2019 09:24,i am edebuging junit test   and content assiastant is ot working at all  ctrl space does not trigger neither vaiable name completion nor method name completion ,543569.0
23934,543568.0,JDT,Debug,CLOSED,DUPLICATE,"Content assistant is not working in ""Debug Shell""",0.01064183602896978,0.02369665300448473,18-01-2019 09:24,i am edebuging junit test   and content assiastant is ot working at all  ctrl space does not trigger neither vaiable name completion nor method name completion ,543569.0
23986,543674.0,JDT,Core,RESOLVED,DUPLICATE,[12] Incorrect warning for missing case in switch expression,0.017708012397639843,0.031837517559906034,22-01-2019 21:37,example  bug   comment      a warning  the enum constant sunday needs a corresponding case label in this enum switch on day  is shown   it reports an incorrect warning as we already have a case for sunday in the example ,543240.0
23995,543688.0,z_Archived,WindowBuilder,CLOSED,DUPLICATE,[Releng] Include Windowbuilder 1.9.2 in 4.11 Release Train,0.005684446046601455,0.00775370356589224,04-06-2021 16:45, releng  include windowbuilder       in     release train,543687.0
24138,543962.0,Platform,UI,CLOSED,DUPLICATE,Default tree arrows visible under themed triangle or square ones,0.01050903714075602,0.014333521880281065,30-04-2020 03:41,created attachment   package explorer image    bright theme tree arrows visible under dark theme triangle tree arrows  if you put mouse over arrow part of light theme arrow highlights   ,562576.0
24159,543990.0,Platform,SWT,CLOSED,DUPLICATE,Unreachable last item in scrolling pane,0.014222789320340263,0.022996268147408655,31-01-2019 05:18,created attachment   expandable  infos  item obscured by horizontal scroll bar   if the last item in the  problems  pane is an expandable  infos  and the pane has a vertical scroll bar and a horizontal scroll bar  then  infos  is mostly covered by the horizontal scroll bar so you cannot expand it ,519728.0
24314,544256.0,JDT,UI,CLOSED,DUPLICATE,Creating a module-info java file creates 2 javadoc comment blocks,0.005245853989907625,0.00710099673864126,08-02-2019 00:54,output while creating a javaproject  jp  with module info                      author vikchand        module jp    ,519491.0
24369,544341.0,Platform,SWT,CLOSED,DUPLICATE,[MacOS] getImageData(200) produces image using eclipse's scaling algorithm instead of using native scaling,0.014244223119374058,0.024705709011739043,26-04-2019 02:42,getimagedata  results in calling imagedata scaleto method which results in blurry image   eclipse should use native scaling algorithm for this also as used by scaling from    to    ,489451.0
24386,544366.0,Platform,SWT,CLOSED,DUPLICATE,[Dark][win32] Menu can't be themed,0.017868244515797587,0.03076857019305338,19-05-2020 08:57,there is some inactive code that was never finished        by steve northover at                 background  foreground and backgroundimage for menus    i m going to get it working  if there re any thoughts  please let me know ,562454.0
24531,544595.0,Platform,PMC,CLOSED,DUPLICATE,Send API removal info to cross-projects,0.007390056199068553,0.010743848507844418,01-03-2019 06:37,provide a link to our removals page ,544594.0
24596,544704.0,z_Archived,Tycho,CLOSED,DUPLICATE,Running tests with Tycho surefire should dump stack traces on test timeout,0.017727687873002114,0.03461764270966565,28-04-2021 16:52,follow up for bug     we wish to have code from      c    run during tests  when the tests are executed with tycho surefire   this should ensure that thread stack traces are dumped if tests hang  e g  during gerrit jobs  currently stack traces are available only for ide integration builds ,542876.0
24695,544899.0,JDT,Core,VERIFIED,DUPLICATE,ClasspathJrtWithReleaseOption.hasModule() may be too narrow,0.012448066872876027,0.020067832070726925,10-04-2019 01:49,in a debug session below matchlocator i saw calls to problemreporter isclasspathcorrect  re j l object   caused by classpathjrtwithreleaseoption hasmodule  answering false for     classpath jrt file  home java jdk       lib jrt fs jar with   release option    in my case modpathstring was null but this module was actually set  so this   return this modpathstring    null    this module    null  seems to fix the problem    in this particular scenario i did not see a bad effect  but i m afraid this could easily surface   fwiw  this is my call stack   classpathjrtwithreleaseoption hasmodule  line       test  line  not available  imoduleawarenameenvironment lookupstrategy   matcheswithname  line     imoduleawarenameenvironment lookupstrategy    matches  line     javasearchnameenvironment findclass  line     javasearchnameenvironment findtype  line     lookupenvironment fromsplitpackageororacle  line     lookupenvironment lambda    line       apply  line  not available  lookupenvironment askfortypefrommodules  line     lookupenvironment askfortype  line     packagebinding gettypeorpackage  line     compilationunitscope getdefaultimports  line     compilationunitscope checkandsetimports  line     lookupenvironment completetypebindings  line     matchlocator accept  line     matchlocator  accept  line     lookupenvironment getmodule  line     lookupenvironment getmodule  line     modulereference resolve  line     requiresstatement resolve  line     moduledeclaration resolvemoduledirectives  line     compilationunitscope checkandsetimports  line     lookupenvironment completetypebindings  line     matchlocator accept  line     matchlocator  accept  line     lookupenvironment getmodule  line     matchlocator skipmatch  line     matchlocator locatematches  line     matchlocator locatematches  line     matchlocator locatematches  line     javasearchparticipant locatematches  line     basicsearchengine findmatches  line     basicsearchengine search  line     searchengine search  line   ,545293.0
24775,545029.0,WTP Releng,releng,CLOSED,DUPLICATE,Update parent pom to latest RC deps,0.014775101165216416,0.023642636277819904,04-03-2019 13:51,time to update to newer baseline for builds     tycho        orbit        jetty             dtp             emf validation        eclipselink                gef              if this works  i recall trying to update gef some time ago and it broke things because parts of wtp haven t been properly updated ,545030.0
24975,554429.0,Capella,Core,CLOSED,DUPLICATE,Improve deletion of FunctionalChainInvolvementLink and SequenceLinkEnd,0.0106716235389514,0.015875080305588412,17-11-2020 12:42,deleting a sequencelinkend do not delete incoming and outgoing sequencelinks  and deleting a functionalchaininvolvementlink to a function must not delete the two connected functionalchaininvolvementfunctions ,554725.0
25032,545532.0,JDT,Core,VERIFIED,DUPLICATE,Javadoc errors in JDT Core bundles,0.012538645647567155,0.02290798664549472,11-04-2019 00:38,spawned from bug   to address javadoc generation errors with jdt core bundles ,545691.0
25034,545534.0,CDT,cdt-indexer,CLOSED,DUPLICATE,indexer gets confused by macro-controlled function parameter default value,0.014967948304368726,0.02455071789232528,21-03-2019 22:04,i know this is rare  but looks like valid c   to me     the code   inc h                               class c    public   static int foo int  ifndef m         endif     return           cpp                                include  inc h   static int     c  foo      cpp                                define m  include  inc h   int main     c  foo    return        when finding call hierarchy for c  foo   indexer does not find out the occurrence in   cpp ,197989.0
25038,545542.0,JDT,Core,CLOSED,DUPLICATE,Resolution of a method invocation failed (Java 11 lambda),0.017897730270299627,0.028769723223385345,21-03-2019 10:19,java   feature   public class         public static void main            arrays stream                   filter     x isempty      resolution of x isempty  method invocation failed                   foreach            the resolvemethodbinding  of the methodinvocation node returns null   jdk       compiler compiles the code without errors ,541532.0
25100,545650.0,Platform,Releng,RESOLVED,DUPLICATE,Update p2 repo URL for 4.11,0.004423542846945978,0.011391987770395415,21-03-2019 21:34,update   repo url for    ,545632.0
25167,545783.0,JDT,Core,RESOLVED,DUPLICATE,[12][content assist] not working in switch expression,0.012298867552832635,0.023283132650041505,27-08-2019 09:46,package bugs   public class c     int foo      return switch       case  x    y          break          default         i  for         if          break i                break                    no proposals on invoking content assist at   ,542560.0
25229,545892.0,Community,CI-Jenkins,CLOSED,DUPLICATE,SWT Gerrit jobs failing,0.01489074156952797,0.03244326963279757,28-03-2019 10:07,the swt gerrit jobs seem to be failing with some sort of infra related error   an example    gerrit   ,545887.0
25267,545988.0,JDT,UI,CLOSED,DUPLICATE,"[12] Add Missing Case statements add case statements with "":""",0.008510430681365996,0.012539455903663092,01-04-2019 02:12,with build id       switch           case monday    system out println         case saturday  sunday    system out println            and add missing case statements results to    switch           case monday    system out println         case saturday  sunday    system out println     case friday     break    case thursday     break    case tuesday     break    case wednesday     break    default     break           add default case works well ,545259.0
25549,546483.0,Platform,SWT,CLOSED,DUPLICATE,[GTK4] No dialog is opened,0.010985311149765514,0.020049400899771856,16-04-2019 11:37,no dialog can be opened on    with warning      gtk warning              trying to snapshot gtkwindow   without a current allocation      snippet     ,546481.0
25804,546946.0,Platform,SWT,CLOSED,DUPLICATE,Tab counter is blurry on macOS,0.016100593867952345,0.02339545274604566,02-05-2019 22:38,created attachment   screenshot of blurry tab counter  on a mac  if you open enough tabs that you can see a tab counter  it looks blurry  see screenshot ,489451.0
26022,547366.0,WTP Source Editing,wst.xml,CLOSED,DUPLICATE,"Preference to set ""Source"" tab as default when any xml is opened with XML Editor",0.015635296921367576,0.03366470806954281,16-05-2019 08:51,there should be preference which will allow user to select which tab   should be opened as default when new xml file is opened first time ,500904.0
26064,547440.0,Community,Website,CLOSED,DUPLICATE,Internal error at pages under eclipse.org/epf,0.013730592858998225,0.030895697914118808,17-05-2019 17:14,if i try to access any page under the     path e g  that address itself  or    started php    i get a   http error ,547315.0
26213,547730.0,Sirius,Diagram,RESOLVED,DUPLICATE,"IllegalArgumentException during some diagram opening without ""refresh at opening""",0.01765522895368124,0.04408874070999538,28-05-2019 05:41,this is the additional fix of   that was not reported on the master branch ,544580.0
26214,547731.0,JDT,Debug,CLOSED,DUPLICATE,can not debug when java file line more then 65536,0.016935897518101577,0.036161632676332156,30-05-2019 10:42,my java file is too large  but i cann t split it  breakpoint isn t work when i debug the line more then   it s a bug  how can i do ,259844.0
26269,547838.0,Community,CI-Jenkins,CLOSED,DUPLICATE,JIPP Help for SWTBot Project,0.014437645467292093,0.026491357735439355,07-06-2019 04:37,after uploading patch    c     gerrit did not trigger build automatically  also  the link for swtbot ci control instance from my account login is not working ,547837.0
26299,547898.0,eTrice,UserInterface,CLOSED,DUPLICATE,Open declaration does not work for imports which import a complete namespace,0.01440357314041117,0.02117673504992245,26-08-2019 08:50,the goto declaration feature does not work for imports which import a complete namespace     example  import etrice api types      goto declaration does not work here import etrice api types   from  platform   resource     etrice api types room     goto declaration does work here  import etrice api logger plogger    goto declaration does work here  expected behavior  i would expect the goto declaration button for imports ending in asterisk to open the file containing the namespace ,549132.0
26310,547931.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Linux Tools Gerrit Job No Longer Triggering On Changes,0.0120778625418396,0.020090625309826173,07-06-2019 04:36,sometime between may    and june    our jiro instance   stopped triggering builds on gerrit contributions   i m still able to trigger them manually from the  query and trigger gerrit patches  button ,547837.0
26362,548046.0,Platform,IDE,CLOSED,DUPLICATE,"[Preferences] Theme description seems editable, but isin't (Flashing Cursor)",0.013842269394634637,0.027866001626277198,07-06-2019 10:00,where it occurs  window    preferences    general    appearance  theme description are not editable  however the cursor still flashes in the description text box   ,548045.0
26363,548047.0,Platform,UI,CLOSED,DUPLICATE,"[Preferences] Colors and Fonts descriptions seem editable, but are not (Flashing Cursor)",0.01895008326886958,0.038684050004699676,24-06-2019 09:51,created attachment   you can select the description text and the cursor will flash     where it occurs  window    preferences    general    appearance    colors and fonts  colors and font descriptions are not editable  however the cursor still flashes in the description text box   ,548240.0
26364,548048.0,Platform,UI,CLOSED,DUPLICATE,"[Preferences]  Label Decoration description appears to be editable, but is not (Flashing Cursor)",0.013104520251190483,0.023277382554502443,24-06-2019 09:51,where it occurs  window    preferences    general    appearance    label decorations  label decoration descriptions are not editable  however the cursor still flashes in the description text box   ,548240.0
26401,548118.0,Platform,UI,CLOSED,DUPLICATE,[Preferences] Capabilities Description appears to be editable but is not (Flashing Cursor),0.016825455684371004,0.026439248916269455,24-06-2019 09:50,created attachment   image of the capabilities page  where it occurs  window    preferences    general    capabilities  similar to   bug cgi id  ,548240.0
26426,548156.0,Community,Wiki,CLOSED,DUPLICATE,Cookie consent pop up shows up on every Wiki page load,0.014150489781479331,0.027401098094541974,21-11-2019 13:59,no matter how often i click  allow cookies    this shows up on every single page load of the wiki  even if i m logged in and editing pages ,552928.0
26434,548167.0,Web Tools,General,CLOSED,DUPLICATE,"[Preferences] Add inline editing of colors in ""Appearance Color Options"" table",0.013955211524120624,0.02717147078121014,24-06-2019 10:17,where it occurs  window    preferences    general    structured text editors    double clicking   on a color preview should bring up the color picker dialogue   to let the user modify the selected color ,548584.0
26497,548274.0,JDT,Debug,CLOSED,DUPLICATE,Eclipse Debug mode cannot display the objects in the List,0.016147338950649386,0.015262152403415078,17-06-2019 02:10,created attachment   show images  package entity   public class dog     private string name    private string age     public dog      super     this name   name    this age   age       public string getname      return name       public void setname      this name   name       public string getage      return age       public void setage      this age   age          package lihan   import java util arraylist  import java util list   import entity dog   public class teststu      private list dog  dogs   new arraylist dog               初始化strings       public void initstrings      dogs add      dogs add      dogs add      dogs add      dogs add      dogs add      dogs add          public static void main      new teststu  initstrings       ,543604.0
26550,548359.0,Platform,Debug,CLOSED,DUPLICATE,Eclipse don't debug.,0.011180449686315121,0.007149438358544695,18-06-2019 10:46,created attachment   prints  olá  sou brasileiro  vou escrever em português  fiz o download da ultima versão do eclipse    porém o erro continua  não consigo fazer a inspeção do objeto em momento de debug  segue os prints ,548383.0
26615,548479.0,Platform,SWT,CLOSED,DUPLICATE,[GTK 3.22.30] GLib-CRITICAL: g_base64_encode_step: assertion 'in != NULL' failed,0.0082592330577357,0.018941714214827442,20-06-2019 16:21,using eclipse epp for committers version      i get the error messages below after starting eclipse on command line from a terminal    my laptop run environment is   linux ubuntu               theme ambiance     glib critical                 assertion  in    null  failed     glib critical                 assertion  in    null  failed     glib critical                 assertion  in    null  failed     glib critical                 assertion  in    null  failed     glib critical                 assertion  in    null  failed     glib critical                 assertion  in    null  failed,530781.0
26616,548480.0,Platform,SWT,CLOSED,DUPLICATE,[GTK 3.22.30] Gtk-WARNING : Negative content width,0.008336502237253235,0.017551140958475226,20-06-2019 16:20,using eclipse epp for committers version      i get the error messages below after starting eclipse on command line from a terminal    thanks for looking into this  bernd  my laptop run environment is   linux ubuntu               theme ambiance      gtk warning              negative content width      while allocating gadget       gtk warning              negative content width      while allocating gadget       gtk warning              negative content width      while allocating gadget       gtk warning              negative content width      while allocating gadget       gtk warning              negative content width      while allocating gadget  ,486068.0
26655,548556.0,Platform,SWT,CLOSED,DUPLICATE,Build failed with SWT-Increment_if_needed for I20190622-1800,0.008851165312895624,0.014558804599220883,24-06-2019 00:16,build failed without completing swt increment if needed for     ,548547.0
26687,548613.0,Platform,Releng,CLOSED,DUPLICATE,API report for org.eclipse.core.databinding.observable is missing,0.00946485303303286,0.017000592267773514,25-06-2019 04:54,see   bug cgi id    ,548612.0
26756,548737.0,JGit,JGit,CLOSED,DUPLICATE,Jgit does nothing when cloning git repository,0.015604490195704097,0.02349094209289992,01-07-2019 08:21,with version         r absolutely nothing happens  when cloning a remote git repository like this    using oomph   performing git clone git git our git project oomph git     cloning git repo git git our git project oomph git to  my folder  the same behavior appears using the instructions from   bug cgi id            sh clone ssh   git git our git project oomph git   ssh apache              debug fs     readpipe  git    version   usr bin              debug fs     readpipe may return  git version                         debug fs     remaining output                 debug fs     readpipe  git  config    system    edit   usr bin              debug fs     readpipe may return   etc gitconfig               debug fs     remaining output   this is the only output i get    after that nothing happens  i waited several minutes ,548598.0
26776,548775.0,Community,Accounts.eclipse.org,CLOSED,DUPLICATE,Include more help for resolution in the validation message,0.011537536088215094,0.02475084544993079,28-06-2019 14:52,both of these links    a commit message   resources contributing via git  should be in template that generates the validation message    ,546993.0
26817,548844.0,Platform,SWT,CLOSED,DUPLICATE,DateTime doesn't send selection event,0.014495324300439295,0.025355587337891894,02-07-2019 09:03,debian stretch gtk       eclipse sdk       datetime doesn t send selection event   in any way  it doesn t send selection event when spinner buttons   clicked  it doesn t send selection event when text changed and when i paste some text     so where is no ability to know about date changed ,547489.0
27067,549296.0,Platform,SWT,RESOLVED,DUPLICATE,Side scrolling in text editor results in unreadable text,0.01632951728151785,0.030259339929532763,16-07-2019 02:15,created attachment   unreadable text  when i side scroll in the text editor  the text becomes unreadable   screenshot attached   running on a mac with macos mojave       ,548491.0
27121,549389.0,CDT,cdt-indexer,CLOSED,DUPLICATE,No references found on fields initialized in aggregate initialization,0.01071536748708447,0.012006106568738389,18-07-2019 22:53,struct mystruct     int num      int main      mystruct test            if i do  find references  on mystruct  num there are none found  probably it should  ,541872.0
27305,549716.0,Platform,UI,CLOSED,DUPLICATE,Exit dialog text seems grammatically incorrect in RCP applications,0.017637794230770023,0.03616826698349263,01-08-2019 09:35,as mentioned in   bug cgi id    the exit message doesn t look good for most rcp applications    do you want to exit the capella      do you want to exit the crank storyboard    do you want to exit the red hat developers studio    removing the word  the  would be convenient for most rcp and standard eclipse applications   thanks best regards,529370.0
27323,549740.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Xpect CI seems down,0.0066239712753492505,0.012196066835080345,02-08-2019 03:47,  leads to  ,549714.0
27330,549752.0,JDT,Core,CLOSED,DUPLICATE,Code completion doesn't work with Java break label,0.011767007937633602,0.022328487739240042,02-08-2019 12:20,created attachment   code completion works without break label  but not with the break label  see attachments ,547256.0
27351,549788.0,eTrice,Runtime,CLOSED,DUPLICATE,[runtime.c] Fix compiler warning for unused state_string,0.012199834733003706,0.02040264402817285,26-08-2019 08:51,if msc logging is deactivated  then each actor causes this warning  try to remove it somehow  or fix it with a macro trick  e g    define unused var   x,549750.0
27375,549827.0,Orbit,bundles,CLOSED,DUPLICATE,CVE-2018-2799 in xerces 2.9.0,0.013602408645262676,0.02426354619892491,21-08-2020 10:31,current version of xerces in orbit is affected by cve     that is fixed in jackson xerces        i am planning to propose a change request for this ,547736.0
27411,549896.0,PDE,UI,CLOSED,DUPLICATE,Mark AbstractPDELaunchConfiguration for deletion,0.009428701843020243,0.019354943609356814,04-08-2020 05:18,deprecated since    we should mark this class its related api for deletion ,564563.0
27448,549962.0,JDT,Core,RESOLVED,DUPLICATE,[13] Formatter Support for Switch Expressions JEP 354,0.015564356612474668,0.0268849524418939,19-08-2019 04:52,umbrella bug for investigating if there are any formatter changes required for switch expressions with the new jep  ,549435.0
27479,550001.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Grant access to projects storage service to the Jenkins instance of project TEA,0.013269431022507138,0.023971885007768555,13-08-2019 06:20,see     we need ssh setup for our jipp to be able to deploy our update sites   thanks ,549981.0
27649,550273.0,JDT,Core,CLOSED,DUPLICATE,[13] Whitespace ignored at octal in text block,0.013080948414886169,0.022150064849307118,14-11-2019 06:23,from a code snippet of bug   comment    a self contained test case given below    suppresswarnings  class x       public static void main      string t              trailing              white space               system out println              trailing white space should not be ignored   expected to print   prints     javac prints   ,551948.0
27655,550282.0,Platform,Releng,CLOSED,DUPLICATE,[13] Create Patch (P) build for Java 13,0.01157845098916892,0.028744758723557653,04-09-2019 02:39,    this bug was initially created as a clone of bug           create p build   update marketplace entry,547710.0
27774,550503.0,JDT,Core,RESOLVED,DUPLICATE,[14] Support for Java 14,0.009018786016871921,0.02097515721104189,28-08-2019 02:24,top level bug for java  ,549808.0
27984,550849.0,Community,Gerrit,CLOSED,DUPLICATE,Cannot push to gerrit: An error happened while checking if user has a signed agreement,0.01603472703899234,0.03539739608321526,06-09-2019 11:58,hi webmaster  i had a problem similar to bug    i am getting the  an error happened while checking if user has a signed agreement   thank you for having a look at my account ,549810.0
27989,550862.0,Mylyn,Java,CLOSED,DUPLICATE,Irrational sorting in code auto completion due to Java Proposals (Tasked-Focused),0.016633651080447752,0.024658143580675796,29-04-2020 12:44,in current eclipse      the method auto suggestion behaves irrationally  and suggests entries with partial matches  despite there are perfect matches   e g      type  map put    map  being  java util map      first suggestions are  compute    computeifabsent    computeifpresent     suggestion no    is  put     following suggestions are  putall    putifabsent   see     expected   i expect  put  being the first suggestion  followed by  putall  and  putifabsent   partial matches     i m quite sure older versions did better    i just recently updated from     to    ,506804.0
28011,550890.0,RAP,RWT,RESOLVED,DUPLICATE,MARKUP_ENABLED for table header,0.01477268400135275,0.029460580592674555,09-09-2019 08:39,hi   is it possible to increase the markup enabled function of the table header  thanks,431915.0
28052,550953.0,Community,Gerrit,CLOSED,DUPLICATE,Prevent push to Gerrit without change-id,0.009972922528698091,0.018987871907941756,11-09-2019 09:12,please add a server commit hook which prevents creating gerrits without change id as we cannot update them   example     c   ,550952.0
28072,550990.0,JDT,UI,CLOSED,DUPLICATE,Display of Java text is corrupted in java editor,0.0163791918126559,0.02891944096508875,12-09-2019 06:57,created attachment   screenshot showing corrupted text  display of java text is corrupted in java editor ,548491.0
28115,551069.0,Oomph,Tools,CLOSED,DUPLICATE,[Dark Theme] Ugly icons in the dark theme for preference recording,0.016538764535999582,0.026802027162556863,30-09-2019 04:03,created attachment   screenshot  see screenshot  are these gifs  in this case  please replace with png files ,543239.0
28143,551125.0,Community,Servers,CLOSED,DUPLICATE,https://dev.eclipse.org/recommenders/committers/aeri/ is offline,0.01625262310843455,0.03003472699342971,04-12-2019 09:56,anything under   returns a    but the client plug in still seems to be in our upcoming     release ,551136.0
28181,551207.0,EPP,package content,CLOSED,DUPLICATE,"Rust package's ""file a bug"" link goes nowhere.",0.01140514515386602,0.01935782885520929,21-04-2020 10:33,the bugzilla component referred to with   bug cgi product epp component rust package doesn t actually exist ,542853.0
28246,551326.0,Platform,UI,CLOSED,DUPLICATE,Improve default search item,0.010281343167644605,0.018162568261566026,14-10-2019 06:14,our current search item is a flash light  see help search  i suggest switch using a search related icon like most other tools do tools ,552073.0
28258,551342.0,CDT,cdt-core,CLOSED,DUPLICATE,Cannot create pty,0.015950198577673207,0.030393384973532268,14-10-2019 10:29,created attachment   run configuration  my macbook is macos mojave version        i downloaded and installed eclipse ide for c c   developers     i tried a simple hello world code  but  i got error below when i execute the helloworld binary   error starting process  cannot create pty cannot create pty cannot create pty  can someone help ,519886.0
28259,551343.0,Platform,SWT,CLOSED,DUPLICATE,Cannot change value of variables,0.012348047396303323,0.030190765108450746,21-09-2019 19:21,after updating from     to     release i cannot longer change the value of a variable during a debug session   ,550606.0
28293,551401.0,Equinox,Launcher,RESOLVED,DUPLICATE,No provider in equinox launcher,0.007401354733753296,0.01305178895596511,25-09-2019 02:08,branding image null   branding image eclipse platform launcher executables             see      index html,550648.0
28295,551403.0,ECF,ecf.releng,CLOSED,DUPLICATE,Duplicate license in ECF ( SUA 2.0 and SUA 1.0),0.004355718553764725,0.010542129778109545,17-10-2019 13:18,see      index html,552067.0
28297,551406.0,Ease,Engines,CLOSED,DUPLICATE,[UnitTest] cannot import project links in TestFile Setup,0.01640347341426641,0.023465676598066754,07-10-2019 08:02,include  does not work in the  testfile setup  code section of a testsuite,529013.0
28310,551424.0,Platform,UI,CLOSED,DUPLICATE,Current line number cut of in Statusbar,0.01504806405595251,0.027055916381135213,26-09-2019 02:54,created attachment   screenshot  see attachment ,551387.0
28373,551521.0,Platform,UI,CLOSED,DUPLICATE,org.eclipse.core.runtime.CoreException: No property tester contributes a property com.ifedorenko.m2e.sourcelookup.m2estratum to type class,0.00994254631276875,0.021866529843143915,22-10-2019 15:03,created attachment   workspace log,551414.0
28480,551705.0,z_Archived,Tycho,CLOSED,DUPLICATE,Pomless Tycho should support Eclipse-PlatformFilter,0.018291856232301132,0.02834929311879304,28-04-2021 16:52,currently pomless build cannot be used for platform specific bundles   example   manifest version      bundle manifestversion    bundle name  cpython plug in bundle symbolicname  com test linux   singleton  true bundle version      bundle vendor  vogella gmbh eclipse platformfilter        requires a pom xml similar to the following    project    modelversion        modelversion    groupid com vogella tycho  groupid    artifactid com vogella tycho example linux    artifactid    version       snapshot  version    packaging pom  packaging     parent     groupid com vogella tycho  groupid     artifactid org eclipse tycho parent  artifactid     version       snapshot  version     parent     build     plugins      plugin       groupid org eclipse tycho  groupid       artifactid target platform configuration  artifactid       version   tycho version   version       configuration        environments         environment          os linux  os          ws gtk  ws          arch    arch          environment         environments        configuration       plugin      plugins     build     project   i suggest to enhance pomless to consider also the eclipse platformfilter attribute ,487341.0
28488,551718.0,CDT,cdt-parser,CLOSED,DUPLICATE,[C++17] full support,0.0160287155643324,0.020446192974153468,02-10-2019 14:13,created attachment   examples  hello  some c    features does not work correct   in indexer parser    logical connectives for inline constants     fold expressions     constexpr lambda functions     type evaluation for auto in template template functions operators    when will there be support for c     especially   constinit   concepts      thx gero,490406.0
28535,551814.0,JDT,Core,CLOSED,DUPLICATE,Flatmap is preferred when map is entered in content assist,0.00946485303303286,0.017000592267773514,29-04-2020 12:44,see   bug cgi id    ,506804.0
28636,551940.0,CDT,cdt-debug,CLOSED,DUPLICATE,No input textfield is shown when adding/editing expressions,0.01478330417574929,0.02932257468505593,16-10-2019 04:19,created attachment   you have to enter the expression blindly and only see what you typed after pressing enter,551404.0
28645,551951.0,CDT,terminal,CLOSED,DUPLICATE,[KeyBindings] No shortcuts work after some starts after upgrading to 2019-09,0.01676793030544543,0.033400650503228095,01-05-2020 11:15,created attachment   installation details  after upgrading to      i need to restart eclipse several times to get the shortcuts work  after a  bad  start  no shortcuts work     i am on fedora    plasma kde   i am attaching the installation details ,558536.0
28646,551953.0,JDT,Debug,CLOSED,DUPLICATE,Debug Shell can't evaluate on Mac,0.011858389913745852,0.02367884322292099,05-01-2020 23:34,follow up from debug bug     inspect works well but execute does not work on mac ,516870.0
28695,552047.0,Platform,UI,CLOSED,DUPLICATE,Status bar not displayed after Appearance > Show Status Bar,0.012915544082308156,0.026102972470462966,12-10-2020 03:00,       in a new workspace  go to window   appearance   hide status bar  it hides the status bar    go to window   appearance   show status bar       the status bar doesn t show up until i click on some other view e g  outline or javadoc view ,567056.0
28701,552058.0,JDT,Debug,RESOLVED,DUPLICATE,[13] Unable to add breakpoint with text block,0.016519461270525997,0.03086463038173717,14-10-2019 05:36,     package snippet   public class       suppresswarnings   public static void foo      string code                      string text                   text                                  public static void main      foo         try to add breakpoint in main method  it s not getting added ,551657.0
28743,552135.0,Community,CI-Jenkins,CLOSED,DUPLICATE,releng JIPP is returning code 502,0.009285194997720984,0.017494158060204438,16-10-2019 02:06,we are getting bad gateway error while accessing    can you please investigate ,552133.0
