Unnamed: 0,Bug ID,Product,Component,Status,Resolution,Summary,Average_Cos_Similarity_Score,Changed,Description,Duplicate_Bug_Ids
10488,515149.0,Papyrus,Diagram,CLOSED,DUPLICATE,[ActivityDiagram][PostCondition] PostCondition are not display,0.030997886795146236,31-08-2017 03:26,when trying to display a postcondition in a diagram  drag   drop from model explorer is not possible and from the palette too ,521628.0
10525,515248.0,z_Archived,Recommenders,CLOSED,DUPLICATE,"What features are required to avoid the ""experiencing installation problems"" ?",0.03570698208643498,24-07-2019 14:36,i have a custom oomph setup model  see   eclipse setup blob master org opendaylight projects setup    where   i added   features of recommenders features   today when i tried a fresh oxygen installation  the first ctrl space  blew up  with a  code recommenders installation problems  pop up   unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp  what am i missing   what features should i be adding to my set up model to completely avoid this jumping into the face of each user on first ctrl space ,513809.0
10531,515262.0,Epsilon,Core,CLOSED,DUPLICATE,EvlValidator does not support multi-EPackage models,0.013493752927745198,18-04-2020 15:12,see    ,418308.0
10576,515349.0,CDT,cdt-codan,CLOSED,DUPLICATE,Internal Error (NPE) wit Code analysis,0.012476750573101996,17-04-2017 16:35,following code will produce an internal error during code analysis  reproducable with neon   and oxygen    enum class eerror    async   success    struct cresultpair        eerror m main      eerror m subdevice       void setmain                m main   error            struct ccmdstate    constexpr unsigned char getstep  const      cresultpair updatetable     cresultpair hugi     ccmdstate state      eerror error   eerror  async       switch              default          if                              const auto res   updatetable               if                                 break                           else                       break                    no break        case                               return  error  eerror  success    ,513597.0
10641,515458.0,Equinox,p2,CLOSED,DUPLICATE,[Dark Theme] Strange white space in InstallWizardPage from p2 installation dialog,0.03370231835099548,25-05-2018 07:21,created attachment   screenshot  to test    select something to install via the help   install new software dialog check second page ,518494.0
10644,515463.0,CDT,cdt-codan,CLOSED,DUPLICATE,"False positive ""No return, in function returning non-void""",0.021880639641019047,19-04-2017 22:20,cdt          false positive  no return  in function returning non void  with this minimal example   int bar    int foo     for       if      return        ,377046.0
10653,515479.0,Platform,UI,CLOSED,DUPLICATE,Avoid using deprecated junit.framework.Assert;,0.03085106158925715,23-04-2017 16:12,we should use org junit assert ,515631.0
10659,515488.0,z_Archived,Recommenders,CLOSED,DUPLICATE,Autocompletion error,0.02535966490789697,24-07-2019 14:37,created attachment   the error  unresolved bundles  org eclipse recommenders apidocsorg eclipse recommenders apidocs rcporg eclipse recommenders callsorg eclipse recommenders calls rcporg eclipse recommenders constructorsorg eclipse recommenders constructors rcporg eclipse recommenders modelsorg eclipse recommenders models rcporg eclipse recommenders overridesorg eclipse recommenders overrides rcporg eclipse recommenders snipmatch rcp,513809.0
10709,515576.0,Platform,Text,CLOSED,DUPLICATE,[content assist] Asynchronous API doesn't support prefix completion,0.030449523565849113,14-06-2018 07:41,in contentassistant when prefix completion property   is set to true then ca workflow goes to incrementalcomplete  method and this method is still using ui thread to compute proposals ,534395.0
10745,515642.0,Platform,Releng,CLOSED,DUPLICATE,Test failures from I20170421-2000,0.012043600156990684,24-04-2017 04:19,releng test testjavadoclogs is failing from     ,515620.0
10838,515845.0,Community,IPZilla,CLOSED,DUPLICATE,Unable to log in,0.025320022886171023,26-04-2017 10:17,i m unable to log into ipzilla using either my eclipse email password or eclipse username password ,514555.0
10925,515985.0,JDT,Core,CLOSED,DUPLICATE,[9] Access to public method inherited from an inaccessible type,0.03130128547534869,03-08-2017 12:46,jdt     rejects the following program  which javac accepts  i haven t yet looked at the rules behind this         m module info java module m   exports pm          m impl other java package impl  public class other       public void privatemethod             m pm   java package pm  import impl other  public class   extends other           o module info java module o   requires m          o po client java package po  import pm    public class client       void              one privatemethod      ecj  the method privatemethod  is undefined for the type               ,516196.0
11030,516141.0,z_Archived,PlanetEclipse,CLOSED,DUPLICATE,Add my blog,0.006495221744004092,20-08-2019 10:48,please  add my blog eclipsebrazil wordpress com,301747.0
11046,516168.0,z_Archived,PDT,CLOSED,DUPLICATE," @see is marked with ""cannot be resolved to a type"" for methods",0.031202041107600036,14-05-2020 11:25,eclipse           pdt          let s assume we have this code     php abstract class a       abstract public function f      class b extends a                    inheritdoc                 see a  f              public function f                  pdt reports a warning on the line     see a  f   saying   a  f  cannot be resolved to a type ,515893.0
11220,516480.0,Platform,SWT,CLOSED,DUPLICATE,[I18N][GTK] KeyDown event with problematic values on Russian layout,0.026294816660809923,05-01-2018 04:04,when running following example on ubuntu     with the german or english keyboard layout and pressing ctrl c  following is printed to console   event character     event keycode      having switched to the russian keyboard layout  it becomes impossible to detect ctrl c because following is sent   event character     event keycode    ,61190.0
11261,516539.0,Platform,SWT,CLOSED,DUPLICATE,[Win32][Dark Theme] Combo does not allow to set the background color,0.021966148082372464,22-06-2017 16:37,created attachment   screenshot  see screenshot,508634.0
11349,516698.0,EMF,Core,CLOSED,DUPLICATE,Missing validation diagnostic for repeated EAnnotation.source,0.01790675532576002,22-08-2017 06:59,if a    genmodel eannotation is duplicated  the genmodel conversion ignores all but the first  very plausible but potentially ignoring model content   since genmodel  malfunctions  for multiple eannotation source  surely there should be an emf validation diagnostic when validating the following     xml version       encoding  utf       ecore epackage xmi version       xmlns xmi     xmlns xsi     org   xmlschema instance      xmlns ecore     ecore  name  my  nsuri     nsprefix  my      eclassifiers xsi type  ecore eclass  name  doctest        eoperations name  testjava  lowerbound     etype  ecore edatatype    ecore   eint          eannotations source     genmodel            details key  documentation  value  java documentation            eannotations         eannotations source     genmodel            details key  body  value  return               eannotations        eoperations      eclassifiers    ecore epackage ,418619.0
11350,516702.0,JDT,Core,CLOSED,DUPLICATE,Mars Java compiler fails to infer type arguments,0.028190257248828107,16-05-2017 06:44,i have the following method shouldworkbutfails compiling without problems in eclipse       and javac         however it fails in eclipse             void shouldworkbutfails            list entry integer  integer   entries   new arraylist             collections sort           error message  the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u      i found the following workaround which are accepted by eclipse             void              list entry integer  integer   entries   new arraylist             collections sort               void              list entry integer  integer   entries   new arraylist             comparator entry integer  integer   comparator   comparator comparing           collections sort            the type of getvalue  from the type map entry integer integer  is integer  this is incompatible with the descriptor s return type  comparable   super comparable   super u  ,510111.0
11376,516751.0,OCL,Core,RESOLVED,DUPLICATE,[cg] CSE re-use,0.028948364669683542,15-08-2021 03:13,the commonsubexpressioneliminator is difficult to understand and requires custom place classes for each distinct interesting cg node  it cannot be re used for as as perhaps required for qvtr override altewrntor optimization   suggest restructuring as queries on a small number of predicate queries to be implemented by interesting cg as     nodes  whether the implementation is by mix in helper visitor should be a free implementation choice ,575412.0
11410,516822.0,Community,Gerrit,CLOSED,DUPLICATE,Can't sign into Gerrit,0.022048048700393456,18-05-2017 08:40,created attachment   signin problem  i created an eclipse account a few days ago  but i am unable to sign into gerrit   username  mikael ferland ericsson com  thanks ,516692.0
11417,516830.0,JDT,UI,CLOSED,DUPLICATE,Convert to anonymous inner class to lambda removes comments,0.03111439548035495,18-05-2017 04:31,if i convert certain anonymous inner classes to lambda via the quick fix  comments are not preserved   example with an swt button  button addselectionlistener        override    public void widgetselected        job create          override      public void run  throws coreexception            do something long running                        if you want to update the ui       system out println                 schedule                results in   loadtabledatabutton addselectionlistener        override    public void widgetselected        job create  monitor    system out println   schedule           ,424266.0
11423,516844.0,JDT,Core,CLOSED,DUPLICATE,Use StringBuilder instead of StringBuffer in jdt.core for non-test code,0.029321932103467556,19-07-2021 06:02,    this bug was initially created as a clone of bug         see    difference between stringbuilder and stringbuffer  unless we use stringbuffer in api or have a good reason  i suggest to change to stringbuilder ,574532.0
11478,516942.0,USSSDK,General,CLOSED,DUPLICATE,Missing icon in toolbar contribution,0.02490814543484364,25-05-2017 09:56,created attachment   screenshot  version  oxygen release milestone      icon is not shown in uss marketplace menu,512289.0
11500,516982.0,Papyrus,Diagram,CLOSED,DUPLICATE,[Diagram][sequence] remove warning on message,0.009399067325938138,30-05-2017 07:45,openjdk   bit server vm   warning  nls missing message  diagramspreferencepage notificationgroup label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithsyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage executionspecificationwithasyncmsg label in  custom messages warning  nls missing message  diagramspreferencepage createbehaviorexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createactionexecutionspecification in  custom messages warning  nls missing message  diagramspreferencepage createnoexecutionspecification in  custom messages warning  nls missing message  pref execution specification sync msg in  custom messages warning  nls missing message  pref execution specification async msg in  custom messages,517077.0
11531,517037.0,JDT,Core,CLOSED,DUPLICATE,[9][model] Need to distinguish between source and binary modules in order to support annotations in module-info,0.023133677197377793,16-01-2018 16:43,from bug   comment    for supporting annotations in module info  we ll need to distinguish isourcemodule vs  ibinarymodule  in analogy to isourcetype vs  ibinarytype  see how the former has iannotation   where the latter has ibinaryannotation    classfmt moduleinfo doesn t yet support annotations ,507109.0
11679,517311.0,Platform,SWT,CLOSED,DUPLICATE,Two finger gesture works only vertically,0.023006427041774743,01-05-2020 16:21,using two finger scrolling on a touchpad worky only vertically   using two fingers for horizontal scrolling has no effect    it would be nice  if there would be some support for other touch gesture   as well ,205137.0
11727,517390.0,z_Archived,Nebula,CLOSED,DUPLICATE,Increase version of BREE for visualization,0.007916769007922486,05-07-2021 11:39,approved for        dev   html,517373.0
11890,517695.0,Platform,UI,CLOSED,DUPLICATE,Provide explicit wizards for exporting and importing Bookmarks and Tasks,0.03406636929619217,30-09-2019 04:02,currently there is no way of taking your bookmarks with you to a new workspace  this enhancement is to provide an export wizard to save bookmarks to a file and an import wizard to read from a file and populate a workspace with bookmarks  the same could be performed for tasks   the bookmarks view is available via window   show view   other      general   bookmarks the tasks view is available via window   show view   other      general   tasks  the wizard entry points could be     file   import   general   bookmarks and tasks   file   export   general   bookmarks and tasks  related    bug      workbenchlauncher  allow to copy settings from another workspace from launcher,357062.0
11934,517775.0,Platform,UI,CLOSED,DUPLICATE,Wrong rendering of Toolbar in E4 PartStack,0.025213864384112643,10-06-2020 09:25,created attachment   image displaying the rendering problem  during the development of a demo  i realized the part stack renderer does a bad rendering for part tool controls ,471313.0
11944,517805.0,Papyrus-rt,tool,RESOLVED,DUPLICATE,"[Tooling, State Machine] Invalid placement of initial nodes in a new StateMachine diagram",0.029147014557611577,04-07-2017 13:39,observed while working on bug        i noticed that new rt statemachines are not properly created  the initial state and state are too high and not fully visible  moreover  the initial state can t be selected    once it has been selected moved via alternative ways    it becomes properly selectable movable ,506265.0
11969,517850.0,Papyrus,Diagram,RESOLVED,DUPLICATE,[Class diagram] Template Binding uses non-standard notation,0.03195563908376041,25-07-2017 04:26,build identifier    the notation for a template binding relationship should be a dashed line with an open arrow head  currently  the notation is that of a generalization relationship   in addition  parameter substitutions should be shown with a preceding   bind   keyword which is not the case right now    reproducible  always,468626.0
11979,517890.0,Community,Dashboard,CLOSED,DUPLICATE,Mailing list stats are inaccurate and not up-to-date,0.015769184284391728,14-12-2017 13:39,the stats for mailing lists seem broken since end of march   – see     goto  ,525475.0
12071,518106.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Xtext HIPP Help,0.02624868860578062,12-06-2017 05:57,can not access our hipp     tried to restart  but it doesn t help ,517029.0
12072,518112.0,Community,CI-Jenkins,CLOSED,DUPLICATE,Kura HIPP Help,0.014357919688638806,12-06-2017 05:53,hello  the kura hipp is unavailable  i ve tried restarting it without luck   regards    cristiano,517029.0
12073,518113.0,CDT,cdt-core,CLOSED,DUPLICATE,format error for marco,0.008983215552422468,14-04-2019 02:57,this is my test it will fail      define macro empty       do        while      define macro multi       do           addr                addr             while         int main         macro empty        macro multi              define macro empty       do        while      define macro multi       do           addr                addr             while         int main           macro empty          macro multi         public void    throws exception     foptions put     assertformatterresult     ,475349.0
12079,518127.0,Orion,Node,CLOSED,DUPLICATE,Add cache control for error responses,0.020395150280819965,19-07-2017 15:03,cache control for file related responses were fixed  now need to fix for all the other responses  especially errors,518971.0
12117,518211.0,CDT,cdt-indexer,CLOSED,DUPLICATE,Code completion for std::unique_ptr under gcc 7.1.1,0.026775002337093425,14-06-2017 03:02,when gcc       is installed     memory  header seems not to be parsed correctly  as result code completion for std  unique ptr does not work as expected    include  memory   class foo   public    void bar         int main      std  unique ptr foo  p    p                    expected combobox with bar  symbol  but it is empty    std  auto ptr   and std  shared ptr works as expected   problem is definition of type std  unique ptr  pointer which is now much more complicated then before  so that pointer type cannot be evaluated ,516338.0
12153,518281.0,JDT,Core,RESOLVED,DUPLICATE,[9] Automatic modules not recognized in module-info for external jars,0.031497759158440344,15-06-2017 04:41,steps      added external jar to the build path     edited  classpath to define it as automatic module    adding requires in module info java gives compilation error  adding workspace jar is recognized,518280.0
12156,518285.0,z_Archived,PDT,CLOSED,DUPLICATE,Unused depencencies detection and PHPDoc,0.021963617314499292,14-05-2020 11:25,consider this code     php  use doctrine orm mapping as orm           orm entity     orm table      class myentity       since the orm import is used in phpdoc only  pdt tells me that  the import doctrine orm mapping is never used    it would be nice to have a way to tell pdt to look for type usage in phpdoc too   ,517368.0
12265,518480.0,z_Archived,PDT,CLOSED,DUPLICATE,[Formatter] Some bugs in CodeFormatterVisitor,0.02253747277804578,14-05-2020 11:23,    indent empty lines  doesn t work  for example    php namespace name        class test            public             public              public function func                echo                             echo                                enabled  indent empty lines   all indentation should be removed for empty lines    disabled  indent empty lines   all empty lines should be indented      see code    php  class test        public function func            if                 foreach                     if                                operation  getinitialpackage   equals        uninstall                                operation  getjobtype      operation  getpackage   equals                          continue                                                           trigger some formats  the code will be formatted back and forth ,427031.0
12273,518494.0,Equinox,p2,CLOSED,DUPLICATE,[Dark Theme] Second page of p2 installation dialog show white artifacts,0.021966148082372464,26-06-2018 15:24,created attachment   screenshot  see screenshot ,533425.0
12315,518579.0,4DIAC,General,CLOSED,DUPLICATE,Watching Adapter connections only partially work,0.034627619341403314,11-07-2017 05:25,when watching a adapter connection  only one end can be watched  the other end shows only n a   n a on inputs and outputs  in addition even the side which does not show n a   n a only the input side   shows the correct value  e g   watches added  first socket then plug socketadapter show a     b     and plugadapter shows a n a   b n a if now both watches are deleted and added in the other order   the plug shows a correct and a   zero value  socketadapter show a n a   b n a   and plugadapter shows a     b  ,489307.0
12379,518693.0,z_Archived,m2e,CLOSED,DUPLICATE,Update Java 9 detection in AbstractJavaProjectConfigurator,0.013723765780478465,19-04-2021 13:23,thanks to jep          has been replaced by     ,471362.0
12392,518715.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_screen_height(),0.02245316004208121,21-09-2018 15:03,the function gdk screen height  is deprecated as of     ,518716.0
12398,518721.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_window_process_all_updates(),0.019076758444860217,15-01-2018 14:50,the function gdk window process all updates  is deprecated ,529749.0
12399,518722.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Replace deprecated gdk_window_process_updates(),0.017511728937040012,15-01-2018 14:50,the function gdk window process updates  is deprecated ,529749.0
12481,518872.0,Platform,Releng,CLOSED,DUPLICATE,Produce readme for 4.8,0.029677938186887878,24-05-2018 13:03,for more details on the readme see bug   ,534459.0
12520,518942.0,Platform,SWT,CLOSED,DUPLICATE,[Win32] Directory Dialog doesn't scroll to the filter path set.,0.013940054287165238,17-05-2018 10:23,my directory dialog code      display getdefault  syncexec          shell shell   new shell   swt no trim   swt primary modal      shell setsize      shell open       directorydialog directorydialog   new directorydialog      directorydialog setfilterpath      directorydialog setmessage      directorydialog settext       shell forceactive      shell setactive      shell setimage       if          shell setminimized       shell setminimized           favoriteparentfolder   directorydialog open      shell dispose           my issue is    lets mypath    c   username  desktop  z folder   i have  a folder    b folder       inside desktop    the directory dialog view  doesn t show z folder as my selection  i am required to scroll down to see ,443250.0
12548,519000.0,CDT,cdt-editor,CLOSED,DUPLICATE,ctrl + click not working,0.02610229362697891,30-06-2017 09:56,steps  keep ctrl pressed and hover a variable type or header inclusion the respective text does not turn itself into a link clicking does not go to definition   works in all scenarios described above,517610.0
12590,519087.0,Community,Gerrit,CLOSED,DUPLICATE,gerrit internal server errors,0.02753204715091605,03-07-2017 05:00,   gives   internal server error or takes very long to load for me since this morning,519030.0
12633,519172.0,JDT,UI,CLOSED,DUPLICATE,[type hierarchy] Compute Type Hierarchy locks up UI,0.0281887730016525,17-07-2017 10:36,oxygen  aargh  i just did   on object rather than a surrounding class  eclipse ui hangs   surely type hierarchy should be computed on a worker thread and or there should be some abort capability ,508287.0
12752,519386.0,Papyrus,Diagram,CLOSED,DUPLICATE,[Diagram][Package] under linux Containment Link are not well represented,0.021108718959190583,25-02-2021 09:14,created attachment   screenshot package containment link  the circle missed the cross,515414.0
12761,519405.0,Papyrus,Diagram,CLOSED,DUPLICATE,[SequenceDiagram] Overlapping Execution Specifications should be represented by overlapping rectangles,0.02842145313266686,14-09-2017 09:58,created attachment   overlapping executionspecifications  as specified in the norm  overlapping executionspecifications on the same lifeline is represented by overlapping rectangles    in the current   version  the overlapping execution specification is not shifted to the right   an execution specification overlapping another should be shifted graphically to the right ,520166.0
12788,519466.0,Orion,Node,CLOSED,DUPLICATE,[Node Missing Function]need to check if user has access to a path or not,0.015960094652736324,19-07-2017 15:01,user a login  click a file   and logout  user b login  he s hash will be user a s hash  which is bad  user b should start from fresh ,519907.0
12894,519676.0,Platform,Text,CLOSED,DUPLICATE,[block selection] Enabling block selection with zoomed font resets font size,0.03120462625984674,14-07-2017 18:08,to reproduce   zoom the font a couple of times  enable block selection    font size resets   also if you try to select things it behaves like there s no text  if you disable block selection the font size goes back to what it was ,492202.0
12922,519727.0,Platform,IDE,CLOSED,DUPLICATE,Custom print margin column not longer honored,0.026840007273776986,13-03-2018 12:41,fresh install of eclipse         general    editors    text editors  enable  show print margin     set  print margin column  to        apply  the column will remain at    any custom value is ignored ,468307.0
12958,519799.0,Community,Website,CLOSED,DUPLICATE,Intermittent database error msg included in response when retrieving mirrors list,0.03553367237124147,18-07-2017 16:34,seeing intermittent errors when parsing the list of mirrors returned from     file  technology epp downloads release luna   eclipse java luna   macosx cocoa   tar gz format xml  there s a   p unable to connect to the database server at this time   p   msg prepended to the list when this happens   e g    p unable to connect to the database server at this time   p   xml version       encoding  iso         mirrors   mirror url    stud fht esslingen de pub mirrors eclipse technology epp downloads release luna   eclipse java luna   macosx cocoa   tar gz  label   germany  university of applied sciences esslingen               mirrors ,516659.0
12973,519833.0,Papyrus,SysML,CLOSED,DUPLICATE,[SysML 1.4] Name compartment for requirement is to big,0.027845629891405533,25-08-2017 06:59,the name compartment for the requirement is to bbig   ,521411.0
12989,519867.0,CDT,cdt-indexer,CLOSED,DUPLICATE,CDT Indexer is (apparently) unable to infer return type of uniqe_ptr<>.get(),0.03266516847962756,19-07-2017 17:52,in the following code  eclipse cdt gives a semantic error  invalid arguments  it seems that it is unable to infer the type of d get   if i change unique ptr to shared ptr  it works fine    include  stdio h   include  memory   int main        std  unique ptr char  d      printf     ,516338.0
13026,519939.0,JDT,UI,CLOSED,DUPLICATE,[9] configure module gives error if project is just a number,0.03239282529621469,20-07-2017 07:01,follow up of bug        create a java   project with a number  say     right click on project    configure    create module info  module      is produced but that gives a compiler error   syntax error on token      identifier expected  solution  needs to generate a valid identifier ,519254.0
13124,520099.0,Platform,SWT,CLOSED,DUPLICATE,[GTK3] Unexpected separator lines in view toolbars,0.029510077295220344,24-07-2017 10:55,created attachment   view toolbar comparison       vs      regression in      most likely coming from bug   changes   the toolbars of views have some strange  separator  lines  see the attached picture ,483493.0
13164,520170.0,Orion,OrionHub,CLOSED,DUPLICATE,Add support for jsx in .js files,0.025512081867386405,26-07-2017 14:34,created attachment   shows the jsx parsing failing   add support for jsx styling in  js files   if you enter the follow code in a  js file  orion shows a lot of syntax warnings       return          div           messageview             p  input type  button  value  change message     p          div        ,511067.0
13287,520358.0,Papyrus,Diagram,RESOLVED,DUPLICATE,[SequenceDiagram] Manage InteractionOperand graphically,0.03285112945146598,30-05-2018 08:50,the interactionoperand have some issues in papyrus     the creation size and the resize have some issues    the deletion of an interactionoperand does not resize the others  ,533770.0
13330,520429.0,e4,UI,CLOSED,DUPLICATE,[Glance] Combo is partially hidden,0.014064430468606755,02-08-2017 06:50,created attachment   combo partially hidden  the combo box is partially hidden  see screenshot ,520403.0
13364,520496.0,EGit,UI,CLOSED,DUPLICATE,Git staging view usability: allow push even when staging is empty,0.0361362851263421,25-03-2019 04:42,scenario  git staging view  user wants to commit and push but accidentally presses commit in the view  then user presses commit and push   expected  when there is nothing to commit  the button should allow possibility to push anyway     actually   there are no staged files  popup  user has to go to some another view to execute the push ,512457.0
13365,520497.0,EGit,UI,CLOSED,DUPLICATE,Git staging view: slow update after drag/drop,0.02364158350726706,03-08-2017 10:43,scenario  git staging view drag drop files from  unstaged changes  area to  staged changes  area   expected  it should be done immediately  actually  this drag drop is really slow  files can be displayed in the  staged changes  area after       seconds after dragging ,500106.0
13383,520532.0,Papyrus-rt,tool,CLOSED,DUPLICATE,Cannot change the type of a capsule part.,0.028504725431243022,03-08-2017 16:11,it should be possible to change the type or a capsule part from one capsule to a  compatible  capsule   compatibility would be similar to what is required for incarnation into an optional capsule part  e g   all ports must be present and compatible  with      one has to delete and then re create the capsule part and its connectors ,520531.0
13446,520631.0,Papyrus,SysML,CLOSED,DUPLICATE,[SysML 1.4] SysML 1.4 job must provide a maven profile to be build onto Papyrus Oxygen nightly,0.013906152275795412,10-08-2017 10:29,sysml     job must provide a maven profile to be build onto papyrus oxygen nightly,520653.0
13456,520642.0,Platform,Compare,CLOSED,DUPLICATE,Compare editor copying all non-conflicting changes copys all changes instead,0.032284832155568134,08-08-2017 08:28,when merging changes from a branch in cvs using the compare editor   copy all non conflicting changes  used to copy only non conflicting changes from the branch point  in oxygen  it copies all changes  event those which are unrelated to the changes between the branch point and the branch tip ,519390.0
13503,520722.0,CDT,cdt-parser,CLOSED,DUPLICATE,[C++17] Add support for class template argument deduction,0.018141544614334728,13-03-2020 05:59,class template argument deduction allows deducing the template arguments of a class template from the function arguments of a constructor call  e g    std  tuple t       deduces std  tuple int  double   spec    std org       docs papers     html,541239.0
13527,520769.0,z_Archived,LSP4E,CLOSED,DUPLICATE,Multiline proposals should respect indentation,0.03158502138024472,04-02-2022 09:12,when inserting a multi line proposal  the current indentation should be added to subsequent lines  e g      class foo       cursor         where the text to insert is e g       function foo           i expect      class foo      function foo               vscode and monaco do it like that  too ,510759.0
13572,520865.0,EclipseLink,JPA,CLOSED,DUPLICATE,android: duplicated java.persistence file,0.015605376431915941,02-11-2017 22:28,eclipselink jar contains some  javax persistence classes  it causes duplicate files when android builds apk  for android  the eclipselink jar should not contains any javax persistence classes ,525457.0
13846,521395.0,EPP,cpp-package,CLOSED,DUPLICATE,Ctrl+Click Indexing doesn't work in C++ modules,0.008617174237657312,24-08-2017 15:50,open declaration still works,517610.0
13870,521440.0,z_Archived,WindowBuilder,CLOSED,DUPLICATE,Internal Error,0.022842210808734272,04-06-2021 16:45,created attachment   bug  everytime i am getting this error,444704.0
13975,521636.0,Orion,Client,CLOSED,DUPLICATE,Search for word in quotes has false matches,0.02551706648797171,30-08-2017 16:41,  search for  banner    in orion client   js files   get   matches   expand all by clicking       note that only a few of the files contain valid matches the invalid matches are matching the string banner   ,512082.0
13997,521673.0,Papyrus,Diagram,CLOSED,DUPLICATE,[ActivityDiagram][ActivityParameterNode] Invalid location when dropped,0.03598439332525398,11-06-2019 05:46,dropping an activity parameter node on the side of an activity always leads to get the representation of the activity parameter node to be created at a different location than the one chosen by the user   steps to reproduce     create an activity    create an activity parameter node    delete the representation of the parameter node    drop the activity parameter node from the model explorer on the right hand side of the activity    the graphical representation of the activity parameter node always gets created on the left hand side of the activty,520325.0
14048,521771.0,Platform,Releng,CLOSED,DUPLICATE,Mac Test jobs failing continuously,0.0249948922984588,02-09-2017 04:49,the mac test jobs are continuously failing for all the builds            and      multiple re runs of the job for     failed with the same error   error log            exec  cvstest properties  users hudsonbuild cvstest properties              exec        exec  result                 exec        move  warning   users hudsonbuild workspace   unit   workarea     eclipse testing results chkpii does not exist               exec        java  java result                 exec        java  java result                 exec        java  java result                 exec        java  java result                 exec        java  java result                 exec        java  java result           fatal  command execution failed        hudson util    failed to join the process         at hudson proc remoteproc join          at hudson launcher procstarter join          at hudson tasks commandinterpreter perform          at hudson tasks commandinterpreter perform          at hudson tasks buildstepmonitor   perform          at hudson model abstractbuild abstractrunner perform          at hudson model build runnerimpl build          at hudson model build runnerimpl dorun          at hudson model abstractbuild abstractrunner run          at hudson model run run          at hudson model freestylebuild run          at hudson model resourcecontroller execute          at hudson model executor run         caused by  java util concurrent executionexception  hudson remoting requestabortedexception  hudson remoting channel orderlyshutdown         at hudson remoting request   get          at hudson remoting request   get          at hudson remoting futureadapter get          at hudson proc remoteproc join                more        caused by  hudson remoting requestabortedexception  hudson remoting channel orderlyshutdown         at hudson remoting request abort          at hudson remoting channel terminate          at hudson remoting channel closecommand execute          at hudson remoting channel readerthread run         caused by  hudson remoting channel orderlyshutdown               more        caused by  command close created at         at hudson remoting command  init           at hudson remoting command  init           at hudson remoting channel closecommand  init           at hudson remoting channel closecommand  init           at hudson remoting channel close          at hudson remoting channel closecommand execute                more        fatal  unable to delete script file  var folders  h   t   sh        hudson util    remote file operation failed   var folders  h   t   sh at hudson remoting channel   mac           at hudson filepath act          at hudson filepath act          at hudson filepath delete          at hudson tasks commandinterpreter perform          at hudson tasks commandinterpreter perform          at hudson tasks buildstepmonitor   perform          at hudson model abstractbuild abstractrunner perform          at hudson model build runnerimpl build          at hudson model build runnerimpl dorun          at hudson model abstractbuild abstractrunner run          at hudson model run run          at hudson model freestylebuild run          at hudson model resourcecontroller execute          at hudson model executor run         caused by  hudson remoting channelclosedexception  channel is already closed         at hudson remoting channel send          at hudson remoting request call          at hudson remoting channel call          at hudson filepath act                more        caused by  hudson remoting channel orderlyshutdown         at hudson remoting channel closecommand execute          at hudson remoting channel readerthread run         caused by  command close created at         at hudson remoting command  init           at hudson remoting command  init           at hudson remoting channel closecommand  init           at hudson remoting channel closecommand  init           at hudson remoting channel close          at hudson remoting channel closecommand execute                more        terminating xvnc         fatal  remote file operation failed   users hudsonbuild workspace   unit    xauthority   at hudson remoting channel   mac          hudson util    remote file operation failed   users hudsonbuild workspace   unit    xauthority   at hudson remoting channel   mac           at hudson filepath act          at hudson filepath act          at hudson filepath delete          at hudson plugins xvnc xvnc   teardown          at hudson model build runnerimpl dorun          at hudson model abstractbuild abstractrunner run          at hudson model run run          at hudson model freestylebuild run          at hudson model resourcecontroller execute          at hudson model executor run         caused by  hudson remoting channelclosedexception  channel is already closed         at hudson remoting channel send          at hudson remoting request call          at hudson remoting channel call          at hudson filepath act                more        caused by  hudson remoting channel orderlyshutdown         at hudson remoting channel closecommand execute          at hudson remoting channel readerthread run         caused by  command close created at         at hudson remoting command  init           at hudson remoting command  init           at hudson remoting channel closecommand  init           at hudson remoting channel closecommand  init           at hudson remoting channel close          at hudson remoting channel closecommand execute                more,521639.0
14057,521782.0,Papyrus,Core,CLOSED,DUPLICATE,[Property View] Performance issues when selecting different elements,0.019741671673364106,04-09-2017 03:59,the properties view is updated with a considerable delay when switching between different model elements ,521729.0
14069,521801.0,z_Archived,titan.core,CLOSED,DUPLICATE,XER: infinite recursion in generated code,0.023314752565279175,23-04-2021 10:42,type union audio    value val   audio audio   with     variant  untagged       during decoding if in the decodable xml there is an audio tag  the generated code will be stuck in an infinite loop and it will crash without any error warning or log ,521803.0
